sentences,labels
0,0
0,0
0,0
0,0
0,0
0,0
0,0
of,0
mm:SS,0
1:18,0
1:24,0
8:59,0
0:42,0
2:19,0
3:18,0
0:33,0
0:54,0
4:32,0
0:20,0
0:27,0
0:24,0
2:22,0
0:09,0
2:35,0
0:41,0
0:48,0
0:32,0
2:01,0
1:04,0
10:19,0
1:36,0
1:55,0
0:28,0
0:58,0
1:20,0
0:15,0
0:40,0
1:41,0
1:38,0
1:03,0
0:33,0
0:16,0
0:01,0
0:13,0
0:54,0
1:06,0
0:22,0
0:19,0
1:53,0
1:10,0
2:27,0
0:50,0
1:38,0
0:51,0
0:34,0
1:33,0
0:38,0
2:21,0
4:13,0
0:46,0
2:23,0
0:40,0
1:55,0
0:54,0
0:27,0
0:43,0
1:13,0
2:28,0
0:51,0
0:22,0
0:44,0
0:24,0
2:50,0
0:59,0
1:04,0
0:31,0
0:24,0
1:14,0
0:27,0
1:52,0
1:38,0
0:12,0
1:01,0
0:54,0
0:41,0
89,0
Idea,0
Roaming Call Details,0
"Madhya Pradesh Circle Usage,Calls",0
WIPRO LIMITED,0
WIPRO LIMITED,0
1.00E+11,0
439905649,0
1-Jun-18,0
Itemized Details for Mobile No.,0
9071775191,0
15319-May-18,0
154 21-May-18,0
155 2%Mav18,0
156 21Nav18,0
157 21Alay-18,0
158 21Alay-18,0
159 21-May-18,0
160 21-May-18,0
1612%Mav18,0
162 21Nay;18,0
163 21Alay-18,0
164 21Alay-18,0
165 21-May-18,0
166 21-May-18,0
167 2%Mav18,0
168 21Nav18,0
169 21Alay-18,0
170 21Alay-18,0
17121-May-18,0
172 21-May-18,0
173 2%Mav18,0
174 21Nay;18,0
175 22Alay-18,0
176 22Alay-18,0
177 22-May-18,0
178 22-May-1B,0
179 22Mav18,0
180 22Mav18,0
18123-May-18,0
182 23-May-18,0
183 23-May-18,0
184 23-May-18,0
185 23Mav18,0
186 23.May;18,0
187 24-May-18,0
188 24Alay-18,0
189 24-May-18,0
190 24-May-18,0
19124.Mav18,0
192 24.Mav18,0
193 24-May-18,0
194 24Alay-18,0
195 24-May-18,0
196 24-May-18,0
197 24.Mav18,0
198 24.Mav18,0
199 24-May-18,0
200 24-May-18,0
20124-May-18,0
202 24-May-18,0
203 2zVMav18,0
204 24.May;18,0
205 24-May-18,0
206 25Alay-18,0
207 25-May-18,0
208 25-May-18,0
209,0
2102&M 18,0
Destination Time,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
12 34: 49,0
16;35.41,0
17:41:59,0
16:15:10,0
17 2347,0
18:35:25,0
Called,0
7089118902,0
7000601954,0
9886039193,0
7089118902,0
0988603g193,0
9953798898,0
9399785161,0
9886039193,0
9953798898,0
8216649083,0
9886039193,0
9611577740,0
9611577740,0
7089118902,0
9.19E+11,0
9303100006,0
9945370937,0
9945370937,0
9945370937,0
7089118902,0
9.18E+11,0
7049515130,0
8216649083,0
9108026918,0
9108026918,0
9108026918,0
7089118902,0
7089118902,0
7552576999,0
7089118902,0
7049515130,0
9.19E+11,0
7049515130,0
7552576999,0
9752042368,0
9752042368,0
8085184419,0
8085184419,0
9164467547,0
9630096453,0
9630096453,0
9752042368,0
9.17E+11,0
9.17E+11,0
9.17E+11,0
7049515130,0
9.17E+11,0
9953798898,0
8085184419,0
9303100006,0
9.19E+11,0
9953798898,0
9752042368,0
9303100006,0
7552576999,0
9.18E+11,0
7049515130,0
7987037131,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
Out,0
Out,0
Out,0
Duration,0
mm:SS,0
2:55,0
2:09,0
0:30,0
0:19,0
0:29,0
3:02,0
0:39,0
0:22,0
0:33,0
0:37,0
2:17,0
3:24,0
0:22,0
0:15,0
0:33,0
2:40,0
0:02,0
1:01,0
1:06,0
0:13,0
1:21,0
1:45,0
1:06,0
0:31,0
0:16,0
0:29,0
1:15,0
1:42,0
3:43,0
0:09,0
1:04,0
0:32,0
0:40,0
0:12,0
1:34,0
0:15,0
0:38,0
2:02,0
1:15,0
0:37,0
3:50,0
0:30,0
2:28,0
0:43,0
1:45,0
2:00,0
0:15,0
0:14,0
0:33,0
0:21,0
0:45,0
0:20,0
0:53,0
0:12,0
0:42,0
0:37,0
0,0
o_oo,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
o_oo,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
o_oo,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NO.,0
21126-May-18,0
212 26-May-18,0
21326May.18,0
2142BMay;18,0
215 26-May-18,0
216 28-May-18,0
217 28-May-18,0
218 28-May-18,0
219 28May.18,0
22028.MaSE18,0
22128-May-18,0
222 28-May-18,0
223 28-May-18,0
224 28-May-18,0
225 28May.18,0
226 28.MabE18,0
227 28-May-18,0
228 28-May-18,0
229 28-May-18,0
230 28-May-18,0
23129.May.18,0
232 29MabE18,0
233,0
234,0
235 29-May-18,0
236 29-May-18,0
237 29.May.18,0
23829May;18,0
239,0
240,0
24129-May-18,0
242 29-May-18,0
24329.May.18,0
24429MabE18,0
245,0
246,0
247 29-May-18,0
248 29-May-18,0
24929.May.18,0
250 29MabE18,0
251,0
252,0
253 30-May-18,0
25430-May-18,0
255 30May.18,0
25630.MabE18,0
257 3r>May-18,0
258 3(bMay-18,0
25930-May-18,0
26030-May-18,0
26130May.18,0
262 30.MabE18,0
263 31alay-18,0
2eA 31Alay-18,0
265 31-May-18,0
26631-May-18,0
267 3LMay.18,0
2683VM 18,0
Destination,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
Time,0
18-0600,0
15:50:17,0
10:48:22,0
16:02:07,0
1916-.46,0
11:12:29,0
11.-40-.42,0
Called,0
9630096453,0
7987037131,0
9630096453,0
9630096453,0
9.18E+11,0
7049515130,0
7049515130,0
9.18E+11,0
9953798898,0
9953798898,0
9.17E+11,0
9.17E+11,0
8770812398,0
9630094813,0
9630094813,0
9300885200,0
9300885200,0
9.19E+11,0
9.18E+11,0
9.18E+11,0
9.18E+11,0
9.18E+11,0
917089118g02,0
9205351414,0
9.18E+11,0
9.17E+11,0
9.17E+11,0
9205351414,0
9630096453,0
9.17E+11,0
8043929373,0
9945370937,0
9886039193,0
9.18E+11,0
098860391g3,0
7049515130,0
7049515130,0
9.18E+11,0
9.18E+11,0
9.18E+11,0
91g630096453,0
9205351414,0
9.18E+11,0
7049515130,0
9205351414,0
9630094813,0
9.18E+11,0
9.17E+11,0
9.18E+11,0
7049515130,0
9.18E+11,0
9.17E+11,0
9205351414,0
9.17E+11,0
9.17E+11,0
9630423135,0
9.17E+11,0
7259012842,0
e For Madh a,0
Account No.:,0
Out,0
out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
Out,0
out,0
Out,0
out,0
out,0
Out,0
Out,0
out,0
Out,0
Out,0
out,0
out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
Out,0
Pradesh Circle,0
Page 36,0
Duration,0
mm:SS,0
2:34,0
3:28,0
0:58,0
1:32,0
0:27,0
0:17,0
0:32,0
0:54,0
1:35,0
1:29,0
1:34,0
0:40,0
1:13,0
0:25,0
1:25,0
0:17,0
0:36,0
0:37,0
1:23,0
0:11,0
0:31,0
0:37,0
100,0
1:53,0
0:38,0
1:31,0
1:52,0
0:45,0
0:13,0
2:09,0
2:00,0
2:39,0
1:31,0
1:42,0
1:44,0
0:13,0
0:10,0
2:43,0
1:17,0
0:17,0
0:11,0
1:00,0
1:30,0
0:36,0
3:12,0
2:19,0
0:16,0
1:10,0
0:51,0
0:55,0
0:17,0
0:54,0
0:44,0
5:13,0
4:05,0
6:32,0
3:15,0
3:03,0
T Ota I,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
of,0
0,0
89,0
Seite 2,0
/ 18.02.2019,0
96371 57931,0
meis-,0
einheit,0
Artikel,0
Bezeichnung,0
105628,0
Pago Pfirsichnektar M,0
105629,0
eel e,0
"-FI 24XD,21",0
Grundrabatt PH,0
Summe Position,0
Pago Orangensaft,0
Grundrabatt PH,0
Summe Position,0
Leerg utbew eg ungen•,0
[8903773421,0
M-FI 24xo.21,0
M enge,0
L]eferunq,0
Preis,0
16.9,0
13.9,0
"-25,00",0
1032,0
1036,0
Volls Kista AFG 24er,0
voile KiSte AFG 12x1 UI 2x075L,0
Warenwert nach Erzeugnis,0
AFG,0
Leergut,0
1032,0
103B,0
Differenz,0
-2,0
2,0
USt,0
20,0
20,0
pres,0
5.3,0
5 4000,0
Voile Kiste AFG 24er,0
voile AFG,0
Summe Pfand,0
Gesemtnettobetrag,0
Umsatzsteuer,0
Rechnungsbetrag,0
Rückgabe,0
10,0
4,0
"von 136,99",0
-4.23,0
16.9,0
-4 23,0
W arenw ert,0
136.79,0
prand,0
"0,20",0
"1 36,99",0
27.4,0
"1 64,39",0
Graz,0
3323,0
Sent: 07 Jar Lia -v,0
Subiect:,0
H gppy,0
E oopc vou,0
"ovclv break ,-n: Christ TIE",0
u arc intended [Or [he lhc dud conLaiL1,0
cc.py e-lnail. lhe sentler,0
ernail and dlluchrocnls,0
Idea,0
Monthly Charges,0
Rate Plan Description,0
449 FWP Plan Y,0
449 FWP Plan N,0
WIPRO LIMITED,0
WIPRO LIMITED,0
Account No.:,0
1.00E+11,0
Charges for Mobile No.,0
9071775200,0
01-May-2018 -31-May-2018,0
01-May-2018 -31-May-2018,0
State GST/ UTGST,0
IGST,0
TOtalTax,0
Page 37,0
439905649,0
01-uun-2018,0
0,0
449,0
449,0
40.41,0
40.41,0
0,0
80.82,0
529.82,0
of,0
89,0
Idea,0
Monthly Charges,0
Rate Plan Description,0
449 FWP Plan Y,0
449 FWP Plan N,0
WIPRO LIMITED,0
WIPRO LIMITED,0
Account No.:,0
1.00E+11,0
Charges for Mobile No.,0
9071775192,0
01-May-2018 -31-May-2018,0
01-May-2018 -31-May-2018,0
State GST/ UTGST,0
IGST,0
TOtalTax,0
Page 38,0
439905649,0
01-uun-2018,0
0,0
449,0
449,0
40.41,0
40.41,0
0,0
80.82,0
529.82,0
of,0
89,0
Idea,0
Monthly Charges,0
Rate Plan Description,0
449 FWP Plan Y,0
449 FWP Plan N,0
WIPRO LIMITED,0
WIPRO LIMITED,0
Account No.:,0
1.00E+11,0
Charges for Mobile No.,0
9071775193,0
01-May-2018 -31-May-2018,0
01-May-2018 -31-May-2018,0
State GST/ UTGST,0
IGST,0
TOtalTax,0
Page 39,0
439905649,0
01-uun-2018,0
0,0
449,0
449,0
40.41,0
40.41,0
0,0
80.82,0
529.82,0
of,0
89,0
Idea,0
Monthly Charges,0
Rate Plan Description,0
449 FWP Plan Y,0
449 FWP Plan N,0
WIPRO LIMITED,0
WIPRO LIMITED,0
Account No.:,0
1.00E+11,0
Charges for Mobile No.,0
9071775199,0
01-May-2018 -31-May-2018,0
01-May-2018 -31-May-2018,0
State GST/ UTGST,0
IGST,0
TOtalTax,0
Page 40,0
439905649,0
01-uun-2018,0
0,0
449,0
449,0
40.41,0
40.41,0
0,0
80.82,0
529.82,0
of,0
89,0
Idea,0
Monthly Charges,0
Rate Plan Description,0
Ultimate 499,0
Ultimate 499,0
WIPRO LIMITED,0
WIPRO LIMITED,0
Account No.:,0
1.00E+11,0
Charges for Mobile No.,0
8744978643,0
01-May-2018 -31-May-2018,0
01-May-2018 -31-May-2018,0
State GST/ UTGST,0
IGST,0
TOtalTax,0
Page 5,0
439905649,0
01-uun-2018,0
0,0
499,0
499,0
44.91,0
44.91,0
0,0
89.82,0
588.82,0
of,0
89,0
Idea,0
Monthly Charges,0
Rate Plan Description,0
449 FWP Plan Y,0
449 FWP Plan N,0
WIPRO LIMITED,0
WIPRO LIMITED,0
Account No.:,0
1.00E+11,0
Charges for Mobile No.,0
9071775194,0
01-May-2018 -31-May-2018,0
01-May-2018 -31-May-2018,0
State GST/ UTGST,0
IGST,0
TOtalTax,0
Page 41,0
439905649,0
01-uun-2018,0
0,0
449,0
449,0
40.41,0
40.41,0
0,0
80.82,0
529.82,0
of,0
89,0
Idea,0
Monthly Charges,0
Rate Plan Description,0
449 FWP Plan Y,0
449 FWP Plan N,0
WIPRO LIMITED,0
WIPRO LIMITED,0
Account No.:,0
1.00E+11,0
Charges for Mobile No.,0
9071775198,0
01-May-2018 -31-May-2018,0
01-May-2018 -31-May-2018,0
State GST/ UTGST,0
IGST,0
TOtalTax,0
Page 42,0
439905649,0
01-uun-2018,0
0,0
449,0
449,0
40.41,0
40.41,0
0,0
80.82,0
529.82,0
of,0
89,0
Idea,0
Monthly Charges,0
Rate Plan Description,0
449 FWP Plan Y,0
449 FWP Plan N,0
WIPRO LIMITED,0
WIPRO LIMITED,0
Account No.:,0
1.00E+11,0
Charges for Mobile No.,0
9071775197,0
01-May-2018 -31-May-2018,0
01-May-2018 -31-May-2018,0
439905649,0
01-uun-2018,0
0,0
449,0
449,0
Roaming Charges,0
Roaming,0
Circle Name,0
Madh a Pradesh,0
Duration,0
141:11:00,0
Incoming Outgoing,0
Call Charges Call Charges,0
SMS,0
Charges,0
0,0
GPRS,0
0,0
Free Airtime,0
Vol/Dur,0
0:00,0
GPRS,0
Charges,0
0,0
Free Units,0
GRPS(Vol/Dur),0
0,0
Charges,0
0,0
Charges Charges,0
0,0
0,0
0,0
State GST/ UTGST,0
IGST,0
TotalTax,0
Page 43,0
of,0
0,0
0,0
0,0
40.41,0
40.41,0
0,0
80.82,0
529.82,0
89,0
Idea,0
Roaming Call Details,0
"Madhya Pradesh Circle Usage,Calls",0
WIPRO LIMITED,0
WIPRO LIMITED,0
1.00E+11,0
439905649,0
1-Jun-18,0
Itemized Details for Mobile No.,0
9071775197,0
4,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
3-May-18,0
3-May-18,0
04Mav18,0
04.May;18,0
4-May-18,0
"04-,May-18",0
4-May-18,0
4-May-18,0
oswMav18,0
07Nay;18,0
07Alay-18,0
07Alay-18,0
7-May-18,0
7-May-18,0
07Xav18,0
07Nay;18,0
07Alay-18,0
07Alay-18,0
7-May-18,0
og-May-18,0
08Mav18,0
08.May;18,0
8-May-18,0
8-May-18,0
og-May-18,0
og-May-18,0
08Mav18,0
8-May-18,0
8-May-18,0
9-May-18,0
9-May-18,0
ogMav18,0
09.May;18,0
10-May-18,0
WMay-18,0
10-May-18,0
10-May-18,0
10.Mav18,0
10.May;18,0
10-May-18,0
WMay-18,0
10-M 18,0
Destination Time,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
125200,0
121107,0
1227754,0
1144,0
1348.58,0
13:51:03,0
17:31:56,0
Called,0
9611570609,0
9611570609,0
8800690496,0
8901013398,0
3323398000,0
3323398000,0
3323398000,0
3323398225,0
4428161311,0
9910501917,0
9971155746,0
7552689635,0
7552680166,0
7552680166,0
1202416245,0
1202416245,0
4428161311,0
7552680166,0
7552680166,0
9582017862,0
7552680166,0
9450919157,0
0755268g635,0
7277923366,0
9839278865,0
9839278865,0
1202416245,0
7552689635,0
7552689635,0
9903182618,0
7552689635,0
9521063080,0
9521063080,0
9903182618,0
8889994631,0
8889994633,0
4428514066,0
9893025770,0
9893025770,0
9845990193,0
9611570609,0
9611570609,0
9903182618,0
Out,0
Out,0
Out,0
out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
out,0
Out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Duration,0
mm:SS,0
2:01,0
2:35,0
1:29,0
1.03,0
0:27,0
0:53,0
0:49,0
0:53,0
1:01,0
2:58,0
0:01,0
0:38,0
0:22,0
0:12,0
1:23,0
0:01,0
2:46,0
1:15,0
3:02,0
1:04,0
3:02,0
5:00,0
9:06,0
2:15,0
0:24,0
1:30,0
1:25,0
0:42,0
0:56,0
0:15,0
0:36,0
2:40,0
0:27,0
4:07,0
2:52,0
0:23,0
5:58,0
1:10,0
2:11,0
0:15,0
0:45,0
0,0
0,0
O. 00,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
O .00,0
o_oo,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NO.,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
10-May-18,0
10-May-18,0
IVMay.18,0
11Nay-18,0
11A1ay-18,0
Il-May-18,0
Il-May-18,0
IVMay.18,0
11Nay-18,0
1 IAIay-18,0
Il-May-18,0
Il-May-18,0
11.May.18,0
unlay-18,0
14A1ay-18,0
14-May-18,0
14-May-18,0
IzVMay.18,0
unlay-18,0
14-Nlay-18,0
15-May-18,0
15-May-18,0
15May.18,0
IBMay;18,0
16-May-18,0
17 A1ay-18,0
17 {May-18,0
17-May-18,0
IYMay.18,0
19MabE18,0
wMay-18,0
23A1ay-18,0
24-May-18,0
24-May-18,0
2zVMay.18,0
25+.•labE18,0
"254.""ay-18",0
254*lay-18,0
25-Ma 18,0
Destination,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
IDEA MP,0
Time,0
11.-59-.44,0
12:41:14,0
17:33:30,0
15:14:59,0
10:56:21,0
11:17:35,0
Called,0
4428514066,0
9303100006,0
1202445159,0
4428514066,0
4428514066,0
9958568110,0
1202445159,0
1202445159,0
1202445159,0
9888887211,0
9611570609,0
9893025770,0
8105833428,0
9893025770,0
9903182618,0
9903182618,0
ogg03182618,0
9.19E+11,0
9611570609,0
0902908725B,0
9903182618,0
9029087258,0
9880174751,0
9611570609,0
8800690496,0
0990318261B,0
9532308991,0
5122245132,0
9451145517,0
9893276357,0
5122245132,0
9833844949,0
7552503280,0
7552620860,0
3323398225,0
9611570609,0
9893276357,0
9893276357,0
9164684673,0
9903182618,0
9830372919,0
9903182618,0
9903182618,0
e For Madh a,0
Account No.:,0
Out,0
Out,0
Out,0
out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
Out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
Out,0
out,0
Out,0
out,0
Pradesh Circle,0
Page 44,0
Duration,0
mm:SS,0
1:10,0
8:20,0
1:54,0
0:06,0
2:14,0
1:38,0
1:57,0
0:27,0
0:37,0
3:56,0
5:49,0
4:00,0
1:26,0
1:08,0
2:25,0
0:39,0
0:31,0
0:14,0
2:24,0
2:29,0
4:50,0
0:27,0
0:21,0
0:28,0
1:34,0
0:55,0
om5,0
0:18,0
0:49,0
0:49,0
0:18,0
1:21,0
0:15,0
0:46,0
0:31,0
1:00,0
0:45,0
0:28,0
0:41,0
1:24,0
2:26,0
0:01,0
0:01,0
T Ota I,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
of,0
0,0
89,0
Idea,0
Monthly Charges,0
Rate Plan Description,0
449 FWP Plan Y,0
449 FWP Plan N,0
WIPRO LIMITED,0
WIPRO LIMITED,0
Account No.:,0
1.00E+11,0
Charges for Mobile No.,0
9071775195,0
01-May-2018 -31-May-2018,0
01-May-2018 -31-May-2018,0
439905649,0
01-uun-2018,0
0,0
449,0
449,0
Roaming Charges,0
Roaming,0
Circle Name,0
Madh a Pradesh,0
Duration,0
612:17:00,0
Incoming Outgoing,0
Call Charges Call Charges,0
SMS,0
Charges,0
0,0
GPRS,0
0,0
Free Airtime,0
Vol/Dur,0
0:00,0
GPRS,0
Charges,0
0,0
Free Units,0
GRPS(Vol/Dur),0
0,0
Charges,0
0,0
Charges Charges,0
0,0
0,0
0,0
State GST/ UTGST,0
IGST,0
TotalTax,0
Page 45,0
of,0
0,0
0,0
0,0
40.41,0
40.41,0
0,0
80.82,0
529.82,0
89,0
and,0
Idea,0
Roaming Call Details,0
"Madhya Pradesh Circle Usage,Calls",0
WIPRO LIMITED,0
WIPRO LIMITED,0
1.00E+11,0
439905649,0
1-Jun-18,0
Itemized Details for Mobile No.,0
9071775195,0
Time,0
18:18:16,0
18:21:58,0
233808,0
16:21:39,0
20:01:24,0
18.-22:23,0
1914:59:00,0
194206,0
18:36:43,0
1950:21:00,0
19:54:52,0
20:33:45,0
Called,0
7771039132,0
18002331912,0
9109979256,0
9109979256,0
7771039132,0
7771039132,0
7771039132,0
9294644827,0
9294644827,0
7771039132,0
9301070317,0
9301070317,0
9.17E+11,0
7554002911,0
7554002911,0
7554002911,0
7771039132,0
7771039132,0
7771039132,0
7771039132,0
7771039132,0
7771039132,0
7771039132,0
9977460739,0
7552466722,0
9977460739,0
7771039132,0
9.19E+11,0
075542899g2,0
7771039132,0
9329564655,0
9039034187,0
9.19E+11,0
7771039132,0
9300918389,0
7771039132,0
7771039132,0
9300918389,0
7610784177,0
9.19E+11,0
9179910080,0
7771039132,0
9.19E+11,0
9.19E+11,0
9.19E+11,0
9.19E+11,0
7771039132,0
8878240721,0
9743064929,0
7771039132,0
9.19E+11,0
7771039132,0
7771039132,0
7771039132,0
7771039132,0
7771039132,0
7771039132,0
7771039132,0
9.17E+11,0
9981906897,0
7771039132,0
9669504105,0
9171329518,0
9.19E+11,0
9171329518,0
9171329518,0
7771039132,0
7771039132,0
7771039132,0
7771039132,0
7771039132,0
7771039132,0
8718905134,0
9301070317,0
7771039132,0
7771039132,0
Account No.:,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
Out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
Out,0
out,0
out,0
Out,0
Out,0
Out,0
Out,0
Page 46,0
Duration,0
4,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
